2.64,2.86
2.80,2.79
2.86,2.83
2.85,2.83
2.95,2.87
2.95,2.93
2.93,2.90
2.92,2.97
2.91,2.86
2.88,2.93
2.87,2.87
2.88,2.81
2.90,2.86
2.91,2.76
2.93,2.84
2.84,2.74
2.91,2.84
2.97,2.88
2.91,2.88
2.89,2.84
2.84,2.80
2.83,2.78
2.83,2.79
2.86,2.76
2.97,2.65
2.93,2.67
2.95,2.73
2.99,2.73
2.98,2.68
2.98,2.75
2.91,2.77
2.91,2.89
2.83,2.93
2.76,2.98
2.79,3.04
2.79,3.01
2.77,3.08
2.76,2.97
2.92,2.92
2.91,2.95
2.87,2.89
2.85,2.89
2.77,2.82
2.82,2.85
2.75,2.88
2.75,2.82
2.84,2.76
2.82,2.93
2.79,2.94
2.78,2.89
2.75,2.89
2.90,2.92
2.93,2.86
2.86,2.90
2.86,2.96
2.86,2.94
2.83,2.89
2.75,2.90
2.71,2.79
2.69,2.81
2.66,2.83
2.66,2.97
2.70,2.91
2.71,2.89
2.64,2.99
2.79,2.94
2.74,2.94
2.76,2.98
2.75,2.95
2.74,2.86
2.74,2.83
2.72,2.93
2.69,2.91
2.74,2.97
2.71,2.95
2.71,2.87
2.67,2.94
2.60,2.92
2.59,2.93
2.57,2.99
2.66,3.00
2.63,2.99
2.70,2.92
2.63,2.86
2.68,2.84
2.65,2.97
2.61,2.97
2.60,3.01
2.59,3.09
2.62,3.16
2.68,26.03
2.83,29.72
2.93,26.75
2.93,24.02
3.02,21.78
3.14,19.81
3.20,18.10
3.25,16.52
3.31,15.20
3.39,14.15
3.36,13.19
3.45,12.60
3.68,11.97
3.69,11.39
4.01,11.01
4.26,10.73
4.48,10.54
4.69,10.33
4.73,9.97
4.83,9.91
5.04,9.82
5.40,9.92
5.77,10.16
6.10,10.23
6.27,10.37
6.28,10.39
6.58,10.39
6.71,10.45
6.81,10.31
6.97,10.44
6.81,10.38
6.98,10.48
7.16,10.50
7.15,10.35
7.32,10.54
7.39,10.48
7.67,10.58
7.93,10.67
8.09,10.68
8.33,10.90
8.58,10.95
8.91,11.03
9.25,11.09
9.39,11.19
9.91,11.45
10.23,11.46
10.79,11.44
11.30,38.64
11.62,35.56
94.81,36.44
209.78,44.34
285.01,53.13
329.01,61.45
371.94,69.01
432.32,77.37
508.55,85.43
564.14,92.68
606.16,98.00
653.41,101.21
768.07,105.07
1051.73,114.57
1245.49,122.99
1443.13,126.91
1538.17,124.92
1576.68,122.14
1643.25,119.46
1683.32,117.17
1836.19,115.17
1976.53,112.69
2068.27,110.08
2212.98,108.99
2278.64,108.77
2274.26,103.08
2167.24,95.22
2014.64,87.62
1898.77,80.65
1783.36,74.81
1686.08,70.61
1607.70,68.00
1521.85,65.89
1466.73,63.25
1405.25,60.47
1352.04,58.78
1314.09,57.80
1266.91,56.58
1248.27,54.48
1212.96,52.17
1135.74,54.89
1037.81,59.38
946.08,64.01
861.71,69.09
785.08,74.69
714.92,79.83
650.71,84.29
591.66,87.45
537.79,90.09
489.50,92.71
445.48,94.43
405.22,95.44
368.19,95.14
334.66,94.36
304.76,93.54
277.75,92.38
252.93,90.28
229.96,87.39
209.28,84.61
191.02,81.96
174.52,79.29
159.10,76.04
144.68,72.23
131.90,68.46
120.88,65.29
111.05,62.18
101.93,58.66
93.31,54.92
85.53,51.28
79.14,48.35
73.50,45.64
67.99,42.69
62.78,39.74
58.16,36.90
54.46,34.75
51.46,32.98
114.54,32.32
291.44,42.81
464.96,55.01
612.88,67.97
719.47,78.84
828.57,86.75
922.98,92.72
1076.66,99.93
1181.04,106.57
1365.13,111.44
1572.88,112.47
1824.34,113.60
2315.14,124.12
2632.77,134.54
2976.36,139.00
3267.54,142.81
3427.25,144.96
3360.11,137.32
3213.88,129.72
3094.93,121.97
3011.53,115.21
2901.61,109.35
2861.93,103.82
2808.16,101.01
2764.94,96.83
2744.14,94.07
2688.57,91.95
2663.15,88.51
2573.98,84.89
2418.76,78.97
2179.59,74.75
1960.33,74.26
1760.28,75.61
1599.69,77.86
1574.23,75.72
1569.33,72.80
1546.61,69.89
1561.29,66.27
1556.29,63.32
1520.72,60.21
1380.54,56.90
1248.48,56.98
1125.78,58.47
1047.16,60.17
1033.87,57.53
1120.99,56.95
1208.67,57.21
1384.53,58.52
1512.83,61.53
1617.57,62.63
1729.32,63.84
1816.63,64.54
1850.00,62.89
1900.44,64.28
1898.10,62.69
1860.18,60.58
1738.23,56.38
1663.06,53.67
1607.29,51.04
1538.03,48.51
1398.89,46.70
1271.10,47.98
1154.69,50.57
1051.10,54.25
959.28,58.23
877.71,61.84
805.14,65.18
740.22,68.11
682.31,70.71
629.87,72.86
582.27,74.24
538.89,75.10
498.95,75.35
462.52,75.29
428.63,74.70
397.49,73.63
368.75,72.18
342.12,70.39
317.56,68.45
294.91,66.18
273.84,63.81
254.33,61.11
236.23,58.43
219.67,55.69
204.37,52.91
190.19,50.11
177.12,47.24
165.05,44.39
153.95,41.66
143.69,38.95
134.23,36.32
125.45,33.75
117.26,31.34
109.61,29.06
102.65,26.83
96.10,24.74
90.04,22.67
84.47,20.72
79.23,18.88
74.45,17.31
70.09,15.73
66.01,14.26
62.19,12.93
58.74,11.76
55.46,10.70
52.57,9.76
49.94,8.95
47.45,8.33
45.20,7.68
43.17,7.12
41.27,6.65
39.56,6.25
38.01,5.94
36.55,5.61
35.32,5.43
34.14,5.23
33.09,5.21
32.11,5.00
31.31,4.82
30.62,4.72
29.94,4.57
29.35,4.58
28.79,4.59
28.30,4.48
27.89,4.47
27.56,4.53
27.15,4.41
26.80,4.58
26.56,4.45
26.35,4.42
26.25,4.40
25.95,4.33
25.65,4.41
25.50,4.32
25.37,4.30
25.27,4.27
25.17,4.34
25.08,4.39
24.95,4.34
24.81,4.27
24.71,4.28
24.67,4.26
24.55,4.26
24.52,4.24
24.47,4.18
24.48,4.23
24.33,4.22
24.21,4.27
24.12,4.18
24.14,4.16
24.05,4.10
23.96,3.99
23.98,4.07
24.06,4.06
24.09,3.95
24.11,3.90
24.18,3.97
24.13,3.90
24.20,3.79
24.36,3.75
24.46,3.74
24.54,3.74
24.67,3.73
24.66,3.61
24.81,3.56
24.98,3.48
25.13,3.48
25.22,3.53
25.28,3.51
25.46,3.38
25.54,3.48
25.65,3.47
25.68,3.54
25.75,3.51
25.80,3.49
25.78,3.42
25.72,3.41
25.68,3.31
25.66,3.24
25.57,3.20
25.48,3.27
25.41,3.27
25.36,3.28
25.33,3.21
25.25,3.21
25.08,3.11
25.00,3.12
24.89,3.07
24.75,3.01
24.58,2.95
24.52,2.94
24.34,2.94
24.19,2.93
